user;tanggal;score;content;;
afriza tela kurnia;10/07/2021;1;Tidak bisa complain Pada apliskasi, saya booking dan voucher pergantian fuel pump yg tidak di pakai saat service tetap hilang terpakai;;
Teten Sutendi;15/07/2021;3;Untuk booking servis bisa berjalan baik. Tapi akan lebih berguna aplikasinya jika user bisa melihat history servis dan pengingat jadwal servis berikutnya beserta estimasi biaya servisnya;;
Lucky Switch;04/07/2021;3;Aplikasi nya ditambahkan fitur Chat yg bisa jadi platfrom tanya jawab antara pengguna kendaraan dengan Honda, akan sangat bermanfaat bagi pengguna dan menjadikan service Honda lebih baik lagi pada pelanggan setianya.;;
Welly Hartanto;08/09/2021;4;So far ga ada masalah, mungkin bisa ditambah informasi mengenai histori perawatan kendaraan supaya customer bisa recheck apakah kendaraan udah saatnya perawatan;;
Aditya Indrawanto;27/09/2021;1;Baru juga install, registrasi..kode aktivasinya ga masuk2. Uninstall ajah;;
Elizabeth Sandra;28/12/2021;1;"Kode aktivasi ngga masuk ke email, walau sdh berkali"" di klik ulang";;
van klompen;25/10/2021;4;Saya booking service di Honda Tugu Yogya, sudah bbrapa jam gak di konfirm Min. Dah hampir jam nya;;
agung satria;23/09/2021;1;Masa Kendaraan CBU tidak ada dalam daftar. Payah;;
Yohanes Sulaiman;12/10/2021;1;Kata dealer aplikasi sampah. Voucher tak berguna.;;
Robby Manurung;11/12/2021;3;Email kode aktivasi ditunggu lama blm terkirim juga;;
Layla Fadhila;03/09/2021;1;App yang sangat tidak berfungsi dan sangat tidak berguna;;
Muhammad Ibnu Rabbani;14/12/2021;4;Akhirnya di konfirmasi;;
Aliandy Cherdy;20/12/2021;5;Manntappp;;
Alfanendya Safudi;05/06/2021;1;Kenapa cari lokasi dealer harus pakai map? Ini world map pula, siapa yg mau servis di Africa? Kenapa nggak pakai drop down list? Nggak user friendly.;;
indra wijaya;12/05/2021;3;Ga jadi pake, request permissionnya aneh, hanya untuk booking service masa kudu kasih info yg cukup sensitif? Maybe next time...;;
Ria angraini;25/02/2021;1;Tidak bisa booking Kendaraan sudah terdaftar tapi tidak bisa pilih. Sudah 6bulan masi ngaco. Feb 2021 App bodong Booking tetap manual.;;
Mario Wang;07/05/2021;1;Request lupa password tidak bisa. Sudah masukan email yang terdaftar dan benar. Email untuk reset passwordnya tidak pernah sampai;;
Yuliana Lee;23/03/2021;1;Tidak bisa nambah kendaraan, pas awal registrasi juga tidak dimintain isi nomor rangka dan mesin, mau booking ga bisa karna lom isi nomor tsb;;
rendy yusman;01/03/2021;3;Sebaiknya ad history perawatan berkala di honda dan estimasi biaya perawatan berkala;;
Muhammad Firdaus;18/04/2021;1;sama sekali tidak bisa membantu pengecekan riwayat perawatan;;
achmad hidayah;29/03/2021;5;Ok;;
Aditya J Sunandi;18/06/2021;5;Ok;;
Suparman Muliyadi;22/12/2020;1;daftar mobil sendiri berulang kali kaga berhasil, sampai hapal nomor rangka dan nomor mesin luar kepala. Aplikasi lambat , SQA harus bener2 proven sebelum release ke public. sangat mengecewakan;;
Leonardo Caesar;10/12/2020;1;Saya sdh booking dan dtg servis sesuai dg booking. Bbrp hari kemudian muncul notifikasi bookingan anda dibatalkan. Berarti ga sinkron donk aplikasi dan dealernya. Aplikasi ga guna percuma ada di playstore;;
Jony Lim;27/01/2021;3;Booking service via app ini kayak buang2 waktu. Ga dikonfirmasi jadi auto batal. Ini jg ga ada reminder service berkala? Yg paling penting gini masa ga ada?;;
Alexander Huang;10/12/2020;1;Booking service lewat aplikasi jadwalnya tidak sesuai dengan jadwal dealer, di aplikasi jadwal tersedia tetapi belum tentu di delaer tersedia, proses konfirmasinya belum otomatis, booking online disini sifatnya hanya memberikan pesan ke dealer untuk jadwal booking, untuk kepastian jadwalnya dealer yang tentukan, bukan aplikasi ini, jadi menurut saya buang waktu untuk melakukan booking service lewat aplikasi.;;
Harry Kurniawan;29/01/2021;4;Sudah mendingan dibanding versi sebelumnya, namun belum dipakai untuk booking;;
Andrian Soelistiyo;31/01/2021;1;Aplikasi sampah, register aja gak bisa hahaha;;
bahid gunawan;19/01/2021;2;Aplikasi setengah jadi, bugs...;;
Panji Kusuma;03/10/2020;1;Pilihan paket service ga sesuai saat ke dealer. Harganya lebih mahal.. ternyata cm bahasa marketing mulai dari.... selisih harganya jauh bgt..;;
David C;28/10/2020;1;Baru mau bikin akun. Udah nge crash, buka lagi, crash lagi. Udah pernah di beta test atau belum sih?;;
Revan Hernandy;13/10/2020;5;Sangat memudahkan untuk booking online untuk service, dan konfirmasi dealer sangat cepat;;
Stevannus Julio;07/09/2020;5;Mantep nih booking jd gampang dan ada pilihan waktunya 👍;;
Davin Hermanto;07/09/2020;5;Good Apps;;
Iqbal Raihan;08/11/2020;1;Gabisa login;;
A Google user;17/12/2019;1;6 bulan kemudian kejadian yg sama berulang. Sudah booking melalui app, mendapat pemberitahuan per telpon jadwal waktu service di reassign ke jam lebih lambat.... What a waste.....;;
A Google user;07/08/2019;2;Saya coba booking via phone Honda Pradana Sawangan 12-Agu-2019 jam 10.00 masih bisa, tapi via aplikasi tidak ada slot utk servis di jam tsb. Mohon dikonfigurasi ulang ya. Kalau bisa online dan semua jm slot servis terinfo, kalau berfungsi kan aplikasi ini bisa luar biasa manfaatnya. Saya uninstall deh.;;
A Google user;19/07/2019;1;booking service susah sekali dan di telp pada gak diangkat. Honda kalo belum siap untuk online service, mendingan dipending aja dulu e-care nya dari pada bikin kecewa customer. update : Di honda trio motor banjarbaru.;;
A Google user;09/04/2019;3;Mohon lebih dibenahi karena penggunaan aplikasi lebih diminati. Saya booking utk servis di Honda Nusantara MT Haryono tapi oleh SA tidak connect ke komputernya, wah kalah dong sama pesaingnya yg lbh canggih. Mohon ditambahkan juga riwayat servis utk memudahkan memantau kendaraan dan wa/email utk usul, pertanyaan dan saran. Makasih, semoga makin baik lagi. 😊;;
A Google user;31/10/2019;1;Membuatku Terharu...ketika mencoba apps ini. Sangat diluar ekspetasi, baru mau register selalu gagal padahal data udah valid.;;
A Google user;29/02/2020;1;Kejadian hari ini tgl 29 feb 2020 di Honda Soekarno Hatta Pekanbaru, sudah 1 minggu sebelum nya di booking, eh pas hari H nya di bilang staff adm service tidak terdaftar 🤐 ..... not recomended to install;;
A Google user;03/11/2019;1;Tidak bisa registrasi. Muncul notif : cURL error 7: failed to connect to....... Tolong diperbaiki sistem applikasi nya;;
A Google user;24/10/2019;1;BUTUT! aplikasi tdk bisa booking pdhl sdh pilih bbbrp bengkel n waktu yg kosong. Akhirnya pake sistem jadul, telpon lsg bengkel.;;
jtjahyono;19/05/2020;1;Aplikasi ini terlalu banyak meminta izin permission sementara itu aplikasi ini tidak mendeklarasikan syarat dan ketentuan dan kebijakan privasi. Padahal waktu register diminta mencontreng persetujuan syarat dan ketentuan dan kebijakan privasi. Uninstal !!!!!!!!;;
A Google user;30/10/2019;1;Kemarin ganti oli request engine flush, SA nya ga tau engine flush apa, malah dikasi engine cleaner. Mohon customer dimengerti. SA nya ditraining kalau ga tau engine flush pas ganti oli;;
A Google user;23/10/2019;1;Susah sekali untuk booking melalui aplikasi ini. Sebaiknya belajar dari aplikasi auto 2000 toyota atau aplikasi honda fatmawati grup, aplikasi mereka jauh lebih oke.;;
A Google user;07/06/2019;1;dihapus saja aplikasi nya,percuma hanya buang buang waktu,daripada memberikan harapan sia sia buat costumer .nomor telepon tidak ada yang pernah diangkat.mobil honda saya mogok di jalan malah tidak memberikan solusi,lebih baik langsung cari bengkel pinggir jalan.;;
A Google user;14/03/2020;1;Perlu banyak perbaikan, integrasi dengan semua bengkel honda. Masak iya, sudah klik disini, masih harus telpon juga.;;
Mining Mine;20/07/2020;1;Aplikasinya belum siap ya. Booking service smua ga bisa. Uninstall saja deh.;;
A Google user;28/08/2019;1;Pada saat registrasi d apps, muncul pesan kendaraan tidak ditemukan atau belum terdaftar. Mhn saran nya?;;
A Google user;28/03/2019;1;sekelas honda bikin apps gini? kalah ama anak2 smk... parah;;
A Google user;16/08/2019;1;gak bisa registrasi, katanya kendaraan tidak dikenal atau belum terdaftar, aplikasi yang aneh....;;
A Google user;13/05/2019;1;baru register aja gagal. Mobil tidak terdaftar katanya. sampah....;;
A Google user;28/03/2019;1;mau registrasi tp gagal terus... katanya nomor mesin tidak terdaftar..capek deh;;
A Google user;13/10/2019;1;Aplikasi ini kenapa membutuhkan read storage ya? Tidak ada hubungannya dengan booking dan lain lain;;
A Google user;25/04/2019;5;very good app .sangat membantu bgt! tingkatkan lagi;;
A Google user;02/01/2020;2;Isi data kenapa berbau rasis yah? WNI WNI KETURUNAN (CHINESE) WNI KETURUNAN (LAINNYA) WNI KETURUNAN (INDIA) WNA;;
Luthfi Ridho;04/08/2020;1;Setiap mau booking service harus masukan nomor rangka dan nomor mesin mobil yang sama;;
A Google user;16/08/2019;1;saya registrasi aja belum bisa, masa keterangannya kendaraan anda belum terdaftar.;;
A Google user;16/07/2019;1;lupa password minfa ganti tp tetap ga bisa masuk,paraaahhhh;;
A Google user;15/01/2020;2;Mo registrasi aja gagal,, mobil tidak terdaftar,, gmn mo pake... Hadeeehhh;;
Sudiono Pui;15/07/2020;1;Saya tidak bisa registrasi karena tidal terdaftar? Mhn arahannya;;
A Google user;27/09/2019;4;Lebih bagus lagi jika dilengkapi dengan history servis.;;
Alpha;03/07/2020;1;Mau booking service semua tidak tersedia;;
Giovano Rachmat;19/07/2020;5;Buat booking dan mantau lebih enak. membantu;;
Yana Cahyana;20/08/2020;2;Update profil tidak bisa save;;
Kevin Valentino;04/08/2020;1;Server nya lemot.;;
A Google user;13/06/2019;5;good app;;
A Google user;03/10/2019;5;Good aplikasi;;
Alland Duvry;16/07/2020;1;App tidak bisa diaktivasi;;
A Google user;19/01/2020;1;Error;;
A Google user;31/03/2019;5;booking jadi gampang bgt..;;
A Google user;10/04/2019;5;booking service jadi lebih mudah;;
Matthew Dio;23/07/2020;1;Parah sekali;;
A Google user;08/03/2020;4;Lambat;;
A Google user;06/04/2019;5;layanan yang bagus;;
A Google user;13/12/2018;1;Kok kendaraan tdk terdaftar trus ya;;
A Google user;16/02/2019;5;good;;
Iwa santoso;20/10/2022;5;Mantapp honda ecare;;
A Google user;15/06/2018;2;Berberap hal yg harus diupdate 1. Honda cakra pangukir salemba tidak masuk ;;
ke dalam booking online 2. Honda autoland kelapa gading mau booking online ;;;;;
"tidak ada satupun jadwal yg tersedia""";;;;;
A Google user;19/09/2018;1;Aktifasi email aja gak pernah sampai emailnya;;
Agung Wahyu Wibowo;30/05/2025;2;"Saran saya, minta kontak teknisi nya. Pengalaman pribadi, di saat darurat, dari aplikasi lama status ""mencari teknisi"", dihubungi CS berjam-jam setelah membuat permintaan hanya diminta untuk membatalkan permintaan dan diminta membuat ulang pada hari lainnya. Untungnya punya kontak teknisi, jadi teratasi. Walaupun sangat telat dan tidak memberi solusi, setidaknya ada tanggapan sih dari CS nya.";;
I Gede Bayu Bege;12/03/2024;1;Liat saja banyak bintang satu, sudah sangat merepresentasikan kualitas app nya. Mau daftar aja ribet, kopas kode verif salah, di ketik manual salah, situ yang ngirim, situ yang bilang kodenya salah. Maunya apa....;;
Hefi Hendri;16/11/2023;1;Ini aplikasi bobrok. Dulu pernah gunakan awal beli Honda. Ketika sing in lg setelah sekian tahun tidak, malah nama profil, no HP sdh milik org lain. Padahal emailnya gunakan email saya;;
Zaenal Mutaqien;28/07/2020;1;Seharusnya setiap field (picklist atau bukan) defaultnya blank dulu, bukan otomatis ngisi. Hal ini kalau user tdk melakukan update jd data yg salah (data sampah);;
Rayhan Ramadhan;16/04/2023;1;Appointment booking online, onsite, whatsapp dan telfon tidak real time integrasi. Booking online saya di cancel dengan alasan kurang jelas.;;
Budiyana Budi;25/05/2022;1;"Default kolom agamanya ""Katolik"" bikin sentimen ini team IT nya.. Bagus kosongkan saja, apa urusannya service mobil sama agama..";;
bayu sudarmantov;07/04/2023;3;"Saya instal Dan berhasil login, setalah saya masukan nomor mesin dll, lalu muncul notification ""mohon Menunggu persetujuan akses Dari pemilik lama"" Padahal saya beli baru lho... Solusinya gimana ya";;
Abdul Khaliq;19/12/2022;3;Saya kesulitan melihat history, sudah ikut petunjuk dari Honda untuk refresh, ternyata tetap historynya salah. Saya service di Batulicin, tertulis di Balikpapan.;;
Erwin Tri Su;24/09/2023;1;Sepertinya aplikasi ini hanya diperuntukkan bagi mobil honda keluaran terbaru ya? saya coba input mobil keluaran lama yang ada notifikasi nomer mesin dan nomer rangka tidak sesuai terus;;
winarso ns;14/03/2024;1;Aplikasi buat rubah profile aja gak bisa, sudah diisi email tetep error dan yg sudah diisi balik ke default lagi;;
it's me;15/01/2024;4;Setelah sy memberikan review langsung ada telpon dari CS dan mendapatkan solusi, tapi pemesanan service dikonfirmasi oleh pihak aplikasi ini, jadi order service melalui apps masih belum berhasil saat itu. Semoga berikutnya udah gak bermasalah lagi;;
Jatmika Rico;22/08/2021;1;Baru sekali booking kemudian tidak jadi datang. Setelah itu tidak bisa booking lagi dengan alasan kendaraan ini sudah digunakan untuk booking dengan kode xxx.;;
Bobby Irwanza;16/05/2024;1;Pas mau tambah kendaraan, disuruh masukkin tanggal berakhir STNK. Tapi tanggalnya ga bisa di tap. Kalo ga disii ga bisa lanjutin;;
Ellya Widjaja;19/04/2026;1;masuk ke app susah, tidak user friendly, tidak bisa dipakai appnya. tolong diperbaiki, nge bug parah.;;
Andi Asmara;19/04/2026;1;tolong perbaiki app nya, sudah instal ulang, tetap tidak bisa di lanjutkan untuk order service. tks;;
Nces 2606;24/12/2022;1;Jelek sekali..saya sudah booking dan datang ke honda..tidak ada kode booking saya..kejadian ini sudag 2x;;
Andry Prianto;03/05/2020;1;Sekelas Honda aplikasi mobile sangat jelek dibandingkan kompetitor. Mungkin yg bikin anak magang di HPM;;
Vicky Cheka;14/10/2020;1;Kenapa di bagian kewarganegaraan harus ada Pilihan Warga Negara Keturunan ya? Aplikasi sampah!!!;;
Lita S;20/05/2022;1;Tdk berhasil memulihan username krn lupa password. Sejak install pertama kali juga gagal akses;;
william;09/11/2020;1;Agak gk berguna appnya. Mau add mobil buat booking service aja gk bisa;;
Trayudi Darma;30/12/2020;2;Gak ada record service nya ya ? Seperti merk tetangga ada menu record service or penggantian part yg telah dilakukan;;
Kuswo Wahyono;04/09/2022;2;Apliksasi sukar dipakai, hati² dng data pribadi, aplikasi tampaknya kurang aman;;
Budianto;25/07/2020;1;Minta customer install. Tapi tidak bisa dipakai.;;
Muhammad Nurrahman;26/01/2022;1;baru download, dibuka aja g bisa;;
Ahmad Syahda Fuadi;19/08/2023;2;Booking servis tapi ga masuk antrian booking..;;
A Google user;16/11/2019;2;Tidak dapat registrasi, kendaraan tidak terdaftar;;
A Google user;07/06/2018;5;Good app provided by HPM;;
R R;16/12/2024;2;masih perlu banyak peningkatan fitur;;
A Google user;22/12/2019;1;Selalu gagal untuk registrasi;;
alex Ferdian;04/11/2024;5;ok banget . pelayanannya;;
Nurdiansah Dwi Sulistiawan;13/10/2020;5;Booking jadi gampang ya;;
dany sie;14/12/2021;1;Aplikasi kolot;;
A Google user;29/07/2019;1;registrasi ribet;;
Chalidin Abubakar;14/01/2023;5;Sangat berguna;;
hari yanto;21/02/2023;5;Mamtap lah;;
obral Tas;18/04/2026;1;aplikasi error, tulisannya handshake failed, di android 9;;
Rochman Wijayanti;14/04/2026;5;okey;;
Mr 13;14/04/2026;1;sering error aplikasinya;;
zero enternity;13/04/2026;2;app membantu dan mempermudah customer .mau dikasih *7 ga ada, saya kisih ** dulu, app Honde e care loadingnya ngesot;;
Lukman Hakim;28/03/2026;5;good;;
Kartidie. E;25/03/2026;4;bagus dan bagus;;
IBenk Suyudi;18/03/2026;3;aplikasi nya eror yakk;;
Ki Suwandi;18/03/2026;5;sangat membantu;;
Farrij Odie;10/03/2026;1;"aplikasi tidak berfungsi dengan kendala ""tidak ada jaringan"" padahal koneksi internet baik wifi maupun seluler tidak ada kendala";;
Fadli Rahman;09/03/2026;5;aplikasihnya bgus;;
Yandri Gen;07/03/2026;5;Pelayanan dan informasi sangat baik;;
Didin Suhayadi;05/03/2026;5;puas bgt lah;;
joko sulistomo;05/03/2026;2;tgl 3-3-26 selasa kmrn servis tapi history belum nambah yg baru lemot amad nih aplikasi;;
A; Roy;03/03/2026;5;awesome;
Feri Sudirman;28/02/2026;5;pelayanan bagus terutama pak Budi selles nya cara marketingnya keren;;
Galih putra;30/01/2026;1;aplikasi tidak berguna, login berulang kali tidak bisa.;;
Ahmed Setiawan;19/01/2026;5;ok;;
Yoesuf;17/01/2026;5;ok;;
Galih Afrianto;07/01/2026;5;sangat sangat memuaskan;;
Muhammad Choiri;05/01/2026;5;Sangat baik pelayanannya;;
Atep syahreja official;02/01/2026;5;pelayanan nya luar biasa bagus banget;;
Rudi Salam;31/12/2025;4;aplikasinya sangat membantu konsumen seperti saya;;
Robet Sianturi;31/12/2025;5;Pelayanan sangat baik dan informasi yang di berikan sangat memuaskan;;
Armi Hindratno;30/12/2025;4;pelayanan bagus,Zachsaid4 welcome..komunikatif..;;
Muhamad Indra;30/12/2025;5;aplikasi ini bagus cepat dan cara menanggapi nya bagus;;
Imam Ahmad;29/12/2025;5;pelayanan bagus;;
Nunung Sukaeti;29/12/2025;5;pelayanan baik dan ramah;;
Kusuma Ulin;29/12/2025;5;customer service bengkel sangat membantu, ramah dan byk kasih inpit baik ttg kondisi kendaraan kita. trima kasih;;
Jeka Putra;23/12/2025;5;pelayanannya ramah,ruang tunggunya dan menu yg tersedia mantap dan pastinya gratis snacknya. pokoknya puas;;
Mamur Deden;22/12/2025;5;pelayanan mwmuaskan;;
tar toe;20/12/2025;2;satu slot jam booking bisa diisi lebih dari satu mobil...antre2 juga tidak ada bedanya dengan tanpa booking untuk honda bintaro tolong dibenahi;;
